key;app;id;idversion_init;idversion_end;file;begin_line;end_line;rule;ruleset;package;class;function;priority;violation;violation_nonumbers;version_init;version_end;date_init;date_end;diff;censored
546;phpmyadmin;9983;144;148;libraries\check_user_privileges.lib.php;40;217;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_checkRequiredPrivilgesForAdjust;3;The function PMA_checkRequiredPrivilgesForAdjust() has 178 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_checkRequiredPrivilgesForAdjust() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.5.2;2015-09-23;2015-11-23;61;1
547;phpmyadmin;9993;144;154;libraries\config\ServerConfigChecks.class.php;379;540;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;ServerConfigChecks;;3;The method defineMessages() has 162 lines of code. Current threshold is set to 100. Avoid really long methods.;The method defineMessages() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
548;phpmyadmin;10007;144;154;libraries\controllers\DatabaseStructureController.class.php;92;690;ExcessiveMethodLength;Code Size Rules;PMA\Controllers;DatabaseStructureController;;3;The method indexAction() has 599 lines of code. Current threshold is set to 100. Avoid really long methods.;The method indexAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
549;phpmyadmin;10030;144;154;libraries\controllers\TableChartController.class.php;67;192;ExcessiveMethodLength;Code Size Rules;PMA\Controllers\Table;TableChartController;;3;The method indexAction() has 126 lines of code. Current threshold is set to 100. Avoid really long methods.;The method indexAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
550;phpmyadmin;10051;144;154;libraries\controllers\TableGisVisualizationController.class.php;95;215;ExcessiveMethodLength;Code Size Rules;PMA\Controllers\Table;TableGisVisualizationController;;3;The method indexAction() has 121 lines of code. Current threshold is set to 100. Avoid really long methods.;The method indexAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
551;phpmyadmin;10063;144;154;libraries\controllers\TableRelationController.class.php;98;203;ExcessiveMethodLength;Code Size Rules;PMA\Controllers\Table;TableRelationController;;3;The method indexAction() has 106 lines of code. Current threshold is set to 100. Avoid really long methods.;The method indexAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
552;phpmyadmin;10081;144;154;libraries\controllers\TableSearchController.class.php;172;379;ExcessiveMethodLength;Code Size Rules;PMA\Controllers\Table;TableSearchController;;3;The method indexAction() has 208 lines of code. Current threshold is set to 100. Avoid really long methods.;The method indexAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
553;phpmyadmin;10110;144;154;libraries\controllers\TableSearchController.class.php;1123;1224;ExcessiveMethodLength;Code Size Rules;PMA\Controllers\Table;TableSearchController;;3;The method _getWhereClause() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method _getWhereClause() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
554;phpmyadmin;10119;144;154;libraries\controllers\TableStructureController.class.php;112;364;ExcessiveMethodLength;Code Size Rules;PMA\Controllers;TableStructureController;;3;The method indexAction() has 253 lines of code. Current threshold is set to 100. Avoid really long methods.;The method indexAction() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
555;phpmyadmin;10140;144;154;libraries\controllers\TableStructureController.class.php;371;474;ExcessiveMethodLength;Code Size Rules;PMA\Controllers;TableStructureController;;3;The method moveColumns() has 104 lines of code. Current threshold is set to 100. Avoid really long methods.;The method moveColumns() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
556;phpmyadmin;10150;144;154;libraries\controllers\TableStructureController.class.php;611;828;ExcessiveMethodLength;Code Size Rules;PMA\Controllers;TableStructureController;;3;The method updateColumns() has 218 lines of code. Current threshold is set to 100. Avoid really long methods.;The method updateColumns() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
557;phpmyadmin;10157;144;154;libraries\controllers\TableStructureController.class.php;924;1053;ExcessiveMethodLength;Code Size Rules;PMA\Controllers;TableStructureController;;3;The method displayStructure() has 130 lines of code. Current threshold is set to 100. Avoid really long methods.;The method displayStructure() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
558;phpmyadmin;10176;144;154;libraries\display_change_password.lib.php;20;170;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;;PMA_getHtmlForChangePassword;3;The function PMA_getHtmlForChangePassword() has 151 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForChangePassword() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
559;phpmyadmin;10185;144;154;libraries\engines\innodb.lib.php;24;128;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-Engines;PMA_StorageEngine_Innodb;;3;The method getVariables() has 105 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getVariables() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
560;phpmyadmin;10186;144;154;libraries\engines\pbxt.lib.php;24;133;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-Engines;PMA_StorageEngine_Pbxt;;3;The method getVariables() has 110 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getVariables() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
561;phpmyadmin;10191;144;172;libraries\export.lib.php;800;901;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_exportTable;3;The function PMA_exportTable() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_exportTable() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
562;phpmyadmin;10211;144;154;libraries\navigation\Nodes\Node_Table.class.php;154;256;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-Navigation;Node_Table;;3;The method getData() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getData() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
563;phpmyadmin;10216;144;154;libraries\operations.lib.php;168;269;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForCopyDatabase;3;The function PMA_getHtmlForCopyDatabase() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForCopyDatabase() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
564;phpmyadmin;10221;144;154;libraries\operations.lib.php;637;736;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_AdjustPrivileges_copyDB;3;The function PMA_AdjustPrivileges_copyDB() has 100 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_AdjustPrivileges_copyDB() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
565;phpmyadmin;10235;144;172;libraries\operations.lib.php;1251;1353;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getHtmlForCopytable;3;The function PMA_getHtmlForCopytable() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getHtmlForCopytable() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
566;phpmyadmin;10236;144;172;libraries\operations.lib.php;1395;1510;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getListofMaintainActionLink;3;The function PMA_getListofMaintainActionLink() has 116 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getListofMaintainActionLink() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
567;phpmyadmin;10244;144;172;libraries\operations.lib.php;2088;2190;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_moveOrCopyTable;3;The function PMA_moveOrCopyTable() has 103 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_moveOrCopyTable() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
568;phpmyadmin;10260;144;154;libraries\plugins\export\PMA_ExportPdf.class.php;285;404;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-Export\PDF;PMA_ExportPdf;;3;The method getTriggers() has 120 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getTriggers() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
569;phpmyadmin;10264;144;154;libraries\plugins\export\PMA_ExportPdf.class.php;424;646;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-Export\PDF;PMA_ExportPdf;;3;The method getTableDef() has 223 lines of code. Current threshold is set to 100. Avoid really long methods.;The method getTableDef() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
570;phpmyadmin;10279;144;154;libraries\plugins\schema\svg\Svg_Relation_Schema.class.php;316;417;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;PMA_Svg_Relation_Schema;;3;The method __construct() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method __construct() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
571;phpmyadmin;10291;144;154;libraries\rte\rte_list.lib.php;21;160;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin;;PMA_RTE_getList;3;The function PMA_RTE_getList() has 140 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_RTE_getList() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
572;phpmyadmin;10296;144;172;libraries\rte\rte_routines.lib.php;180;306;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_RTN_handleRequestCreateOrEdit;3;The function PMA_RTN_handleRequestCreateOrEdit() has 127 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_RTN_handleRequestCreateOrEdit() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
573;phpmyadmin;10315;144;172;libraries\server_privileges.lib.php;3952;4101;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_addUser;3;The function PMA_addUser() has 150 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_addUser() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
574;phpmyadmin;10318;144;172;libraries\server_privileges.lib.php;4903;5048;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getSqlQueriesForDisplayAndAddUser;3;The function PMA_getSqlQueriesForDisplayAndAddUser() has 146 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getSqlQueriesForDisplayAndAddUser() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
575;phpmyadmin;10323;144;154;libraries\server_variables.lib.php;2253;2460;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_getStaticSystemVariables;3;The function PMA_getStaticSystemVariables() has 208 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_getStaticSystemVariables() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.6.0;2015-09-23;2016-03-22;181;1
576;phpmyadmin;10332;144;172;libraries\tracking.lib.php;1600;1710;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_displayTrackedTables;3;The function PMA_displayTrackedTables() has 111 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_displayTrackedTables() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.0;4.8.0;2015-09-23;2018-04-07;927;1
577;phpmyadmin;10355;147;172;libraries\server_privileges.lib.php;1931;2071;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_updatePassword;3;The function PMA_updatePassword() has 141 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_updatePassword() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.1;4.8.0;2015-10-23;2018-04-07;897;1
578;phpmyadmin;10360;148;151;libraries\check_user_privileges.lib.php;40;239;ExcessiveMethodLength;Code Size Rules;#NAME?;;PMA_checkRequiredPrivilegesForAdjust;3;The function PMA_checkRequiredPrivilegesForAdjust() has 200 lines of code. Current threshold is set to 100. Avoid really long methods.;The function PMA_checkRequiredPrivilegesForAdjust() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.2;4.5.4;2015-11-23;2016-01-28;66;1
579;phpmyadmin;10382;153;154;test\classes\PMA_Advisor_test.php;145;275;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-test;Advisor_Test;;3;The method rulesProvider() has 131 lines of code. Current threshold is set to 100. Avoid really long methods.;The method rulesProvider() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
580;phpmyadmin;10389;153;154;test\classes\PMA_Config_test.php;214;315;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-test;PMA_ConfigTest;;3;The method userAgentProvider() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method userAgentProvider() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
581;phpmyadmin;10403;153;154;test\classes\PMA_DisplayResults_test.php;624;824;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-test;PMA_DisplayResults_Test;;3;The method dataProviderForGetCheckboxAndLinks() has 201 lines of code. Current threshold is set to 100. Avoid really long methods.;The method dataProviderForGetCheckboxAndLinks() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
582;phpmyadmin;10409;153;154;test\classes\PMA_DisplayResults_test.php;1446;1547;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-test;PMA_DisplayResults_Test;;3;The method dataProviderForTestGetDataCellForNonNumericColumns() has 102 lines of code. Current threshold is set to 100. Avoid really long methods.;The method dataProviderForTestGetDataCellForNonNumericColumns() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
583;phpmyadmin;10417;153;154;test\classes\PMA_Font_test.php;25;140;ExcessiveMethodLength;Code Size Rules;PhpMyAdmin-test;PMA_Font_Test;;3;The method testGetStringWidth() has 116 lines of code. Current threshold is set to 100. Avoid really long methods.;The method testGetStringWidth() has  lines of code. Current threshold is set to . Avoid really long methods.;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22;1
